***************************** Dataset appendicitis-10 (8 attributes) *************************
# of fold		acc(training)		acc(testing)
1		90.52631578947368		81.81818181818181
2		88.42105263157895		90.9090909090909
3		89.47368421052632		90.9090909090909
4		89.47368421052632		90.9090909090909
5		88.42105263157895		90.9090909090909
6		89.47368421052632		72.72727272727273
7		87.5		80.0
8		88.54166666666667		90.0
9		87.5		80.0
10		86.45833333333333		100.0
mean 		88.57894736842105		86.81818181818181
***************************** Dataset australian-10 (15 attributes) *************************
# of fold		acc(training)		acc(testing)
1		82.6086956521739		73.91304347826087
2		84.54106280193237		78.26086956521739
3		82.4476650563607		85.5072463768116
4		83.73590982286635		75.3623188405797
5		82.93075684380032		82.6086956521739
6		82.93075684380032		79.71014492753623
7		83.73590982286635		82.6086956521739
8		83.25281803542673		81.15942028985508
9		83.57487922705315		81.15942028985508
10		83.41384863123993		84.05797101449275
mean 		83.31723027375202		80.43478260869566
