***************************** Dataset appendicitis-10 (8 attributes) *************************
# of fold		acc(training)		acc(testing)
1		90.52631578947368		72.72727272727273
2		88.42105263157895		90.9090909090909
3		88.42105263157895		90.9090909090909
4		87.36842105263158		90.9090909090909
5		87.36842105263158		90.9090909090909
6		89.47368421052632		72.72727272727273
7		88.54166666666667		90.0
8		87.5		90.0
9		89.58333333333333		90.0
10		86.45833333333333		100.0
mean 		88.36622807017544		87.9090909090909
***************************** Dataset australian-10 (15 attributes) *************************
# of fold		acc(training)		acc(testing)
1		61.191626409017715		57.971014492753625
2		59.09822866344606		59.42028985507246
3		59.58132045088567		62.31884057971015
4		60.7085346215781		57.971014492753625
5		58.77616747181965		59.42028985507246
6		59.74235104669887		55.072463768115945
7		60.38647342995169		56.52173913043478
8		60.225442834138484		57.971014492753625
9		59.90338164251208		59.42028985507246
10		59.25925925925926		57.971014492753625
mean 		59.88727858293076		58.405797101449274
