***************************** Dataset appendicitis-10 (8 attributes) *************************
# of fold		acc(training)		acc(testing)
1		88.42105263157895		72.72727272727273
2		86.3157894736842		90.9090909090909
3		89.47368421052632		81.81818181818181
4		88.42105263157895		90.9090909090909
5		85.26315789473684		100.0
6		89.47368421052632		63.63636363636363
7		87.5		90.0
8		88.54166666666667		90.0
9		87.5		80.0
10		87.5		100.0
mean 		87.84100877192982		86.0
***************************** Dataset australian-10 (15 attributes) *************************
# of fold		acc(training)		acc(testing)
1		88.40579710144928		81.15942028985508
2		88.56682769726248		82.6086956521739
3		88.08373590982286		88.40579710144928
4		87.92270531400966		88.40579710144928
5		87.60064412238326		89.85507246376811
6		87.92270531400966		85.5072463768116
7		87.92270531400966		88.40579710144928
8		87.27858293075684		88.40579710144928
9		87.92270531400966		82.6086956521739
10		88.56682769726248		81.15942028985508
mean 		88.01932367149759		85.65217391304347
