***************************** Dataset appendicitis-10 (8 attributes) *************************
# of fold		acc(training)		acc(testing)
1		100.0		81.81818181818181
2		100.0		90.9090909090909
3		100.0		81.81818181818181
4		100.0		90.9090909090909
5		100.0		81.81818181818181
6		100.0		81.81818181818181
7		100.0		80.0
8		100.0		80.0
9		100.0		80.0
10		100.0		90.0
mean 		100.0		83.9090909090909
***************************** Dataset australian-10 (15 attributes) *************************
# of fold		acc(training)		acc(testing)
1		92.27053140096618		75.3623188405797
2		91.78743961352657		73.91304347826087
3		92.10950080515298		84.05797101449275
4		92.27053140096618		79.71014492753623
5		91.78743961352657		84.05797101449275
6		90.66022544283413		75.3623188405797
7		91.30434782608695		79.71014492753623
8		91.78743961352657		76.81159420289855
9		91.62640901771337		76.81159420289855
10		91.78743961352657		82.6086956521739
mean 		91.73913043478261		78.84057971014491
