***************************** Dataset appendicitis-10 (8 attributes) *************************
# of fold		acc(training)		acc(testing)
1		90.52631578947368		81.81818181818181
2		89.47368421052632		90.9090909090909
3		90.52631578947368		90.9090909090909
4		90.52631578947368		90.9090909090909
5		88.42105263157895		100.0
6		90.52631578947368		72.72727272727273
7		89.58333333333333		90.0
8		90.625		90.0
9		90.625		90.0
10		88.54166666666667		100.0
mean 		89.9375		89.72727272727272
***************************** Dataset australian-10 (15 attributes) *************************
# of fold		acc(training)		acc(testing)
1		63.60708534621578		56.52173913043478
2		61.513687600644126		62.31884057971015
3		61.030595813204506		59.42028985507246
4		61.83574879227053		57.971014492753625
5		61.191626409017715		59.42028985507246
6		60.225442834138484		57.971014492753625
7		61.99677938808374		57.971014492753625
8		61.99677938808374		57.971014492753625
9		60.869565217391305		62.31884057971015
10		61.35265700483092		59.42028985507246
mean 		61.56199677938808		59.1304347826087
