***************************** Dataset appendicitis-10 (8 attributes) *************************
# of fold		acc(training)		acc(testing)
1		90.52631578947368		81.81818181818181
2		90.52631578947368		90.9090909090909
3		90.52631578947368		90.9090909090909
4		90.52631578947368		90.9090909090909
5		88.42105263157895		100.0
6		91.57894736842105		72.72727272727273
7		90.625		90.0
8		90.625		90.0
9		90.625		80.0
10		89.58333333333333		100.0
mean 		90.35635964912282		88.72727272727272
***************************** Dataset australian-10 (15 attributes) *************************
# of fold		acc(training)		acc(testing)
1		85.34621578099839		78.26086956521739
2		85.99033816425121		78.26086956521739
3		85.5072463768116		86.95652173913044
4		85.99033816425121		78.26086956521739
5		85.829307568438		82.6086956521739
6		85.02415458937197		81.15942028985508
7		85.34621578099839		79.71014492753623
8		86.47342995169082		78.26086956521739
9		85.34621578099839		82.6086956521739
10		84.54106280193237		82.6086956521739
mean 		85.53945249597423		80.86956521739128
