***************************** Dataset appendicitis-10 (8 attributes) *************************
# of fold		acc(training)		acc(testing)
1		89.47368421052632		72.72727272727273
2		88.42105263157895		90.9090909090909
3		88.42105263157895		81.81818181818181
4		87.36842105263158		90.9090909090909
5		86.3157894736842		100.0
6		89.47368421052632		63.63636363636363
7		88.54166666666667		90.0
8		87.5		90.0
9		87.5		80.0
10		86.45833333333333		90.0
mean 		87.94736842105263		85.0
***************************** Dataset australian-10 (15 attributes) *************************
# of fold		acc(training)		acc(testing)
1		89.3719806763285		76.81159420289855
2		88.88888888888889		81.15942028985508
3		88.24476650563606		86.95652173913044
4		88.56682769726248		84.05797101449275
5		87.27858293075684		86.95652173913044
6		88.72785829307568		84.05797101449275
7		87.92270531400966		88.40579710144928
8		88.24476650563606		92.7536231884058
9		89.3719806763285		82.6086956521739
10		88.40579710144928		84.05797101449275
mean 		88.5024154589372		84.78260869565216
